,word_idx,word,start,end,hftoken,token_id,rank,true_prob,top_pred,entropy
0,0,Act,3.71,3.79,ĠAct,2191,1644,1.2075547e-05,0,2.402717
1,1,"one,",3.99,4.19,Ġone,530,92,0.00034219088,352,3.732053
2,1,"one,",3.99,4.19,",",11,3,0.05952017,25,4.259335
3,2,monkey,4.651,4.931,Ġmonkey,21657,4022,1.8053552e-05,3715,6.6212687
4,3,in,4.951,5.011,Ġin,287,15,0.0042370204,0,4.4448376
5,4,the,5.051,5.111,Ġthe,262,0,0.39220536,262,3.7816224
6,5,middle.,5.151,5.391,Ġmiddle,3504,0,0.17253517,3504,5.194291
7,5,middle.,5.151,5.391,.,13,2,0.14255902,0,3.648466
8,6,So,6.592,6.731999999999999,ĠSo,1406,70,0.0015628004,198,5.6967106
9,7,there's,6.752,6.911999999999999,Ġthere,612,16,0.011314594,11,4.845641
10,7,there's,6.752,6.911999999999999,'s,338,1,0.20856124,345,2.5877228
11,8,some,6.892,7.052,Ġsome,617,12,0.012233999,257,4.178666
12,9,places,7.071999999999999,7.342,Ġplaces,4113,528,0.00024336006,286,7.3225117
13,10,where,7.401999999999999,7.502,Ġwhere,810,0,0.31081828,810,2.8260312
14,11,animals,7.542,7.782,Ġanimals,4695,53,0.00056240556,345,3.6278214
15,12,almost,7.901999999999999,8.081999999999999,Ġalmost,2048,257,0.00019433942,389,3.999353
16,13,never,8.161999999999999,8.411999999999999,Ġnever,1239,2,0.044845928,423,5.587469
17,14,go,8.452,8.681999999999999,Ġgo,467,2,0.043899186,651,5.1841364
18,15,places,9.572,9.862,Ġplaces,4113,272,2.469777e-05,13,2.3436918
19,16,that,9.862,9.932,Ġthat,326,3,0.11590176,13,3.2200117
20,17,are,9.992,10.042,Ġare,389,1,0.0768146,5384,2.9860466
21,18,designed,10.042,10.611999999999998,Ġdesigned,3562,108,0.0014920961,407,5.672429
22,19,by,10.732,10.962,Ġby,416,2,0.026060631,329,1.476948
23,20,humans,11.002,11.582,Ġhumans,5384,0,0.48350704,5384,3.0895753
24,21,for,11.692,11.882,Ġfor,329,2,0.040021613,13,1.9790998
25,22,humans,11.942,12.492,Ġhumans,5384,2,0.06777679,606,2.2317996
26,23,This,13.092,13.312,ĠThis,770,371,7.750488e-06,13,1.7195618
27,24,act,13.392,13.712,Ġact,719,128,0.00043908926,318,3.7204642
28,25,ends,14.142,14.372,Ġends,5645,71,0.00083672715,286,3.4961016
29,26,up,14.432,14.532,Ġup,510,2,0.049743146,351,2.5095477
30,27,in,14.572,14.602,Ġin,287,3,0.028498726,852,4.7969837
31,28,a,14.622,14.652,Ġa,257,0,0.24172445,257,4.839267
32,29,place,14.672,14.872,Ġplace,1295,2,0.04478825,1256,5.9043293
33,30,like,14.872,15.012,Ġlike,588,4,0.025928073,810,1.7773485
34,31,that,15.012,15.322,Ġthat,326,3,0.026261142,262,5.6190214
35,32,but,16.122,16.392,Ġbut,475,25,0.003954493,13,3.7080252
36,33,it,16.442,16.492,Ġit,340,0,0.20033461,340,4.2540836
37,34,starts,16.552,16.802,Ġstarts,4940,45,0.0016045182,338,2.7260356
38,35,about,16.822,16.972,Ġabout,546,55,0.0009265908,572,3.273964
39,36,as,16.972,17.052,Ġas,355,3,0.035962377,257,4.8326693
40,37,far,17.092,17.232,Ġfar,1290,0,0.20764926,1290,4.5730753
41,38,from,17.291999999999998,17.412,Ġfrom,422,0,0.35760087,422,2.0907998
42,39,there,17.432,17.562,Ġthere,612,1,0.12693793,326,3.344747
43,40,as,17.562,17.652,Ġas,355,0,0.9177404,355,0.5611111
44,41,you,17.712,17.782,Ġyou,345,2,0.2015326,1744,2.4314837
45,42,can,17.782,17.902,Ġcan,460,0,0.89753085,460,0.48775014
46,43,get,17.902,18.162,Ġget,651,0,0.71910006,651,1.4559929
47,44,Dana,19.052,19.242,ĠDana,22937,9109,7.059349e-07,13,3.4825284
48,45,Chivvis,19.242,19.542,ĠCh,609,387,0.00031780428,338,6.5046825
49,45,Chivvis,19.242,19.542,iv,452,0,0.17775367,452,4.7395334
50,45,Chivvis,19.242,19.542,vis,4703,0,0.9274886,4703,0.61038244
51,46,explains,19.562,20.072,Ġexplains,6688,66,0.001079277,11,5.0551734
52,47,Our,21.2339279296875,21.3239279296875,ĠOur,3954,296,7.074242e-05,262,4.010397
53,48,story,21.3239279296875,21.6139279296875,Ġstory,1621,11,0.005954668,14290,7.7702055
54,49,begins,21.6139279296875,21.9439279296875,Ġbegins,6140,0,0.347109,6140,2.7938533
55,50,deep,21.9439279296875,22.1939279296875,Ġdeep,2769,90,0.0003956011,287,2.6140947
56,51,in,22.1939279296875,22.2739279296875,Ġin,287,0,0.67672056,287,1.4815825
57,52,the,22.293927929687506,22.3239279296875,Ġthe,262,0,0.85610306,262,1.2299434
58,53,rainforests,22.3639279296875,23.0739279296875,Ġrain,6290,26,0.0045871125,2612,5.8117523
59,53,rainforests,22.3639279296875,23.0739279296875,fore,754,2,0.055457458,29623,1.327901
60,53,rainforests,22.3639279296875,23.0739279296875,sts,6448,0,0.9951826,6448,0.05239161
61,54,of,23.0939279296875,23.1939279296875,Ġof,286,0,0.8848445,286,0.75716746
62,55,Indonesia,23.2139279296875,23.7739279296875,ĠIndonesia,16256,10,0.02583312,262,4.238142
63,56,on,23.9139279296875,24.1039279296875,Ġon,319,12,0.0061004534,13,2.3279898
64,57,an,24.1139279296875,24.2139279296875,Ġan,281,2,0.06227633,262,2.1996784
65,58,island,24.2339279296875,24.4839279296875,Ġisland,7022,0,0.49106005,7022,2.7748868
66,59,called,24.4839279296875,24.6739279296875,Ġcalled,1444,0,0.4783002,1444,2.94369
67,60,Sulawesi,24.6739279296875,25.4239279296875,ĠSul,29357,2,0.07314117,347,4.306986
68,60,Sulawesi,24.6739279296875,25.4239279296875,aw,707,0,0.998771,707,0.013332393
69,60,Sulawesi,24.6739279296875,25.4239279296875,esi,46551,0,0.99992085,46551,0.0010626877
70,61,A,26.1939279296875,26.2639279296875,ĠA,317,111,5.5818713e-05,13,1.5093944
71,62,few,26.3039279296875,26.4839279296875,Ġfew,1178,2,0.029037887,1402,6.58997
72,63,years,26.4639279296875,26.7139279296875,Ġyears,812,0,0.29731277,812,2.9911716
73,64,ago,26.7339279296875,27.0839279296875,Ġago,2084,0,0.80981964,2084,0.8797856
74,65,the,27.2539279296875,27.3239279296875,Ġthe,262,2,0.06325211,11,2.3675046
75,66,photographer,27.3239279296875,27.8339279296875,Ġphotographer,16413,163,0.0008090597,995,6.6085434
76,67,David,27.8339279296875,28.0939279296875,ĠDavid,3271,7,0.009678355,22937,4.7898836
77,68,Slater,28.0939279296875,28.4439279296875,ĠSlater,44289,1,0.039671637,609,6.501202
78,69,traveled,28.4439279296875,28.8239279296875,Ġtraveled,14113,18,0.011882286,373,4.256876
79,70,there,28.8239279296875,28.9839279296875,Ġthere,612,1,0.14076948,284,1.4939444
80,71,from,28.9839279296875,29.1439279296875,Ġfrom,422,10,0.0037936994,284,1.9112396
81,72,his,29.1639279296875,29.2739279296875,Ġhis,465,2,0.13528125,4505,3.349494
82,73,home,29.293927929687506,29.4539279296875,Ġhome,1363,0,0.8048143,1363,1.1507921
83,74,in,29.4539279296875,29.5239279296875,Ġin,287,0,0.9005057,287,0.5907028
84,75,England,29.543927929687506,29.9639279296875,ĠEngland,4492,4,0.06990327,3576,3.9148145
85,76,to,30.1639279296875,30.2539279296875,Ġto,284,0,0.3584136,284,2.0803885
86,77,photograph,30.2539279296875,30.6839279296875,Ġphotograph,8408,1,0.13110839,3188,3.8449903
87,78,a,30.6839279296875,30.723927929687505,Ġa,257,1,0.13572982,262,3.3447757
88,79,troop,30.723927929687505,30.9239279296875,Ġtroop,31874,280,0.00037456493,1448,5.7230215
89,80,of,30.9239279296875,31.0239279296875,Ġof,286,0,0.98764485,286,0.13599606
90,81,monkeys,31.0239279296875,31.4439279296875,Ġmonkeys,26697,4,0.021450847,25368,6.0192585
91,82,I'd,31.8098279296875,31.9898279296875,ĠI,314,298,0.00012030416,13,3.7609916
92,82,I'd,31.8098279296875,31.9898279296875,'d,1549,5,0.032542057,550,4.8006134
93,83,gone,31.9898279296875,32.1298279296875,Ġgone,3750,93,0.00074902346,1239,3.417748
94,84,a,32.1298279296875,32.1598279296875,Ġa,257,12,0.0044828234,284,1.4667323
95,85,whole,32.1598279296875,32.3398279296875,Ġwhole,2187,27,0.0033310724,890,2.939683
96,86,day,32.3398279296875,32.6098279296875,Ġday,1110,11,0.01533655,614,4.047117
97,87,just,32.6098279296875,32.799827929687495,Ġjust,655,9,0.0067928,1231,1.8685818
98,88,following,32.799827929687495,33.1998279296875,Ġfollowing,1708,20,0.0018522678,284,1.6711633
99,89,them,33.1998279296875,33.439827929687496,Ġthem,606,0,0.2947093,606,2.8288665
100,90,Mm,33.6956279296875,33.8256279296875,ĠM,337,646,5.502326e-06,1088,2.7040586
101,90,Mm,33.6956279296875,33.8256279296875,m,76,48,0.0028422128,5912,6.4140735
102,91,into,33.8053279296875,33.9953279296875,Ġinto,656,282,0.00020581546,11,4.565445
103,92,the,33.9953279296875,34.0553279296875,Ġthe,262,0,0.5443856,262,2.0972838
104,93,thick,34.0953279296875,34.3153279296875,Ġthick,6546,15,0.004424853,8222,3.493994
105,94,of,34.3353279296875,34.3953279296875,Ġof,286,0,0.24159218,286,3.2919712
106,95,the,34.3953279296875,34.4553279296875,Ġthe,262,0,0.520104,262,2.6699975
107,96,forest,34.4553279296875,35.0753279296875,Ġforest,8222,1,0.14506598,20712,3.6125593
108,97,through,35.5153279296875,35.6753279296875,Ġthrough,832,32,0.0017496425,13,2.449709
109,98,the,35.6753279296875,35.7453279296875,Ġthe,262,0,0.32893467,262,3.9939418
110,99,tangles,35.7453279296875,36.3853279296875,Ġtang,13875,1698,4.307962e-05,6546,6.080383
111,99,tangles,35.7453279296875,36.3853279296875,les,829,0,0.8901515,829,0.67305994
112,100,and,36.4253279296875,36.545327929687495,Ġand,290,1,0.08072984,286,1.0069338
113,101,the,36.545327929687495,36.6653279296875,Ġthe,262,0,0.0894607,262,6.1312976
114,102,vines,36.7053279296875,37.5353279296875,Ġvines,44439,6,0.012638399,6546,6.5739756
115,103,and,37.5353279296875,37.6453279296875,Ġand,290,0,0.34601387,290,2.9639997
116,104,the,37.685327929687496,38.01532792968749,Ġthe,262,0,0.5692954,262,3.2209144
117,105,muddy,38.295327929687495,38.5253279296875,Ġmuddy,39085,211,0.0007544801,6546,6.785499
118,106,undergrowth,38.58532792968749,39.33532792968749,Ġunder,739,15,0.013036866,13532,5.280126
119,106,undergrowth,38.58532792968749,39.33532792968749,growth,27922,0,0.5696287,27922,0.8950667
120,107,and,39.33532792968749,39.44532792968749,Ġand,290,2,0.16340902,13,2.7427204
121,108,the,39.4653279296875,39.6353279296875,Ġthe,262,0,0.42488018,262,3.7808022
122,109,cobwebs,39.8153279296875,40.4653279296875,Ġcob,22843,126,0.0014307827,6546,7.0832467
123,109,cobwebs,39.8153279296875,40.4653279296875,we,732,0,0.7073712,732,1.2778786
124,109,cobwebs,39.8153279296875,40.4653279296875,bs,1443,0,0.9997491,1443,0.0032968873
125,110,and,40.4653279296875,40.5653279296875,Ġand,290,0,0.4130698,290,2.3787878
126,111,the,40.5653279296875,40.685327929687496,Ġthe,262,0,0.71614844,262,2.2320695
127,112,poisonous,41.185327929687496,41.8153279296875,Ġpoisonous,32199,5,0.009765958,6546,7.065931
128,113,snakes,41.795327929687495,42.405327929687495,Ġsnakes,26042,0,0.11479082,26042,5.134662
129,114,and,42.405327929687495,42.58532792968749,Ġand,290,1,0.31114042,13,2.387938
130,115,Oh,42.37532792968749,42.62532792968749,ĠOh,3966,1210,1.3938119e-05,262,1.9497235
131,116,man,42.6053279296875,42.9153279296875,Ġman,582,17,0.0068398733,11,3.7119043
132,117,you,43.0942279296875,43.2342279296875,Ġyou,345,13,0.009225839,11,2.7524443
133,118,name,43.2342279296875,43.4942279296875,Ġname,1438,161,0.0002261819,821,3.9010696
134,119,it,43.534227929687496,43.6342279296875,Ġit,340,0,0.93670416,340,0.43500865
135,120,I,43.65422792968749,43.754227929687495,ĠI,314,4,0.03319985,11,2.9167266
136,121,had,43.754227929687495,43.8842279296875,Ġhad,550,5,0.032816805,1053,3.8304358
137,122,to,43.8842279296875,44.04422792968749,Ġto,284,1,0.28102463,340,2.2639847
138,123,I,44.144227929687496,44.254227929687495,ĠI,314,683,5.7950096e-05,467,4.8770056
139,124,had,44.254227929687495,44.3842279296875,Ġhad,550,0,0.43029425,550,3.646821
140,125,to,44.3842279296875,44.4842279296875,Ġto,284,0,0.9753263,284,0.23638448
141,126,go,44.4842279296875,44.7042279296875,Ġgo,467,3,0.034716915,651,5.276111
142,127,through,44.7442279296875,44.9842279296875,Ġthrough,832,2,0.079602264,290,4.3787546
143,128,it,45.0242279296875,45.15422792968749,Ġit,340,0,0.70869315,340,1.6628197
144,129,Uh,45.9142279296875,46.15422792968749,ĠUh,28574,1319,5.593005e-06,477,2.8122294
145,130,and,46.15422792968749,46.3042279296875,Ġand,290,7,0.02032701,11752,3.8860428
146,131,it,46.364227929687495,46.4242279296875,Ġit,340,1,0.082518116,314,4.117503
147,132,was,46.40422792968749,46.504227929687495,Ġwas,373,0,0.5485016,373,2.321241
148,133,just,46.504227929687495,46.684227929687495,Ġjust,655,0,0.11197033,655,4.8532095
149,134,so,46.684227929687495,46.83422792968749,Ġso,523,2,0.08924537,257,5.052145
150,135,amazing,46.83422792968749,47.3142279296875,Ġamazing,4998,8,0.015817314,881,5.3538427
151,136,just,47.3542279296875,47.5642279296875,Ġjust,655,15,0.009668568,290,4.048047
152,137,to,47.5642279296875,47.644227929687496,Ġto,284,0,0.24846774,284,3.964287
153,138,be,47.644227929687496,47.97422792968749,Ġbe,307,1,0.217492,766,3.3063421
154,139,to,48.0542279296875,48.15422792968749,Ġto,284,83,0.0005109244,612,3.5945785
155,140,be,48.1742279296875,48.54422792968749,Ġbe,307,0,0.32184315,307,4.1185284
156,141,like,48.644227929687496,48.9442279296875,Ġlike,588,17,0.007109815,287,4.114407
157,142,a,48.9442279296875,48.97422792968749,Ġa,257,1,0.042584073,287,5.6991005
158,143,monkey,48.9942279296875,49.33422792968749,Ġmonkey,21657,144,0.00062246283,5141,5.3144712
159,144,I,49.3542279296875,49.504227929687495,ĠI,314,6,0.017484544,287,4.242434
160,145,I,49.5242279296875,49.684227929687495,ĠI,314,52,0.0012078038,373,3.4236984
161,146,I,49.7042279296875,49.864227929687495,ĠI,314,0,0.21705413,314,3.970103
162,147,was,49.8842279296875,50.0642279296875,Ġwas,373,1,0.08508436,314,3.8357522
163,148,a,50.1042279296875,50.144227929687496,Ġa,257,3,0.043413796,655,4.2677317
164,149,monkey,50.1642279296875,50.6342279296875,Ġmonkey,21657,0,0.4567427,21657,4.2066326
165,150,honestly,50.65422792968749,51.1742279296875,Ġhonestly,12698,895,2.6155521e-05,314,4.18744
166,151,I,51.9441279296875,52.124127929687496,ĠI,314,0,0.38757482,314,3.4647746
167,152,I,52.124127929687496,52.2641279296875,ĠI,314,1,0.148467,373,3.185789
168,153,had,52.2841279296875,52.414127929687496,Ġhad,550,3,0.02608336,314,3.1009333
169,154,I,52.42412792968749,52.5341279296875,ĠI,314,14,0.008534568,284,3.3802924
170,155,met,52.554127929687496,52.7141279296875,Ġmet,1138,206,9.7696386e-05,314,2.0583181
171,156,monkeys,52.7141279296875,53.0041279296875,Ġmonkeys,26697,93,0.0006662519,257,4.8642397
172,157,before,53.0041279296875,53.414127929687496,Ġbefore,878,0,0.33589885,878,3.2402818
173,158,like,53.4341279296875,53.6141279296875,Ġlike,588,5,0.028537972,314,3.4614565
174,159,I,53.5741279296875,53.664127929687496,ĠI,314,0,0.19965433,314,4.9026537
175,160,said,53.704127929687495,54.0041279296875,Ġsaid,531,15,0.009171151,550,3.9487646
176,161,mean,54.0341279296875,54.1841279296875,Ġmean,1612,513,3.953688e-05,314,3.4229176
177,162,all,54.2241279296875,54.374127929687496,Ġall,477,65,0.0012277798,314,3.9065635
178,163,over,54.414127929687496,54.56412792968749,Ġover,625,3,0.046652537,262,3.0331497
179,164,the,54.5441279296875,54.6141279296875,Ġthe,262,0,0.94592315,262,0.43428895
180,165,world,54.6141279296875,54.9741279296875,Ġworld,995,1,0.11621497,1295,0.82496357
181,166,And,55.5841279296875,55.734127929687496,ĠAnd,843,44,0.00029702933,314,1.2115887
182,167,uh,55.7541279296875,55.88412792968749,Ġuh,21480,236,7.874565e-06,314,1.3966001
183,168,you,55.9041279296875,55.99412792968749,Ġyou,345,17,0.0051171645,314,2.6036444
184,169,know,55.9741279296875,56.094127929687495,Ġknow,760,0,0.92007357,760,0.62510157
185,170,I,56.1141279296875,56.17412792968749,ĠI,314,1,0.26817095,644,2.3824725
186,171,know,56.1941279296875,56.3341279296875,Ġknow,760,30,0.0036854406,550,3.641957
187,172,a,56.2941279296875,56.4041279296875,Ġa,257,4,0.052790385,314,3.7970083
188,173,little,56.3641279296875,56.56412792968749,Ġlittle,1310,3,0.039019912,21657,4.116721
189,174,bit,56.5841279296875,56.664127929687496,Ġbit,1643,0,0.38777995,1643,3.285283
190,175,about,56.7241279296875,56.99412792968749,Ġabout,546,0,0.6216645,546,2.2070708
191,176,monkey,57.0141279296875,57.374127929687496,Ġmonkey,21657,10,0.012391213,26697,4.9116974
192,177,monkey,57.4341279296875,57.67412792968749,Ġmonkey,21657,226,0.00045029388,338,5.361609
193,178,etiquette,57.7141279296875,58.304127929687496,Ġetiquette,49455,1874,2.3957236e-05,314,5.577028
194,179,and,58.304127929687496,58.5741279296875,Ġand,290,7,0.020821726,314,4.786329
195,180,showing,58.6141279296875,58.874127929687496,Ġshowing,4478,2825,4.1286103e-06,477,3.8039305
196,181,your,58.914127929687496,59.024127929687495,Ġyour,534,10,0.01592304,2461,3.6557186
197,182,teeth,59.2941279296875,59.664127929687496,Ġteeth,9941,9,0.013509096,21657,5.0343494
198,183,not,59.664127929687496,59.804127929687496,Ġnot,407,110,0.00079200574,290,4.6662025
199,184,to,59.804127929687496,59.9041279296875,Ġto,284,0,0.19314927,284,5.1091137
200,185,show,59.92412792968749,60.13412792968749,Ġshow,905,15,0.010927645,13197,5.533773
201,186,your,60.13412792968749,60.2241279296875,Ġyour,534,0,0.55517274,534,2.6061792
202,187,teeth,60.2241279296875,60.49412792968749,Ġteeth,9941,0,0.5214224,9941,3.919387
203,188,not,60.49412792968749,60.6441279296875,Ġnot,407,17,0.014861218,290,5.303212
204,189,to,60.6441279296875,60.734127929687496,Ġto,284,0,0.9285621,284,0.6400736
205,190,stare,60.734127929687496,60.99412792968749,Ġstare,24170,76,0.0008047439,905,3.0963147
206,191,them,61.0141279296875,61.1141279296875,Ġthem,606,155,0.0005160273,379,4.9062433
207,192,in,61.1141279296875,61.204127929687495,Ġin,287,1,0.17291255,866,4.2443857
208,193,the,61.204127929687495,61.2641279296875,Ġthe,262,0,0.92543447,262,0.6171676
209,194,face,61.2841279296875,61.804127929687496,Ġface,1986,1,0.2890952,4151,2.1704402
210,195,Yeah,62.2841279296875,62.56412792968749,ĠYeah,9425,46,0.0034132705,290,5.880076
211,196,I,62.5441279296875,62.6141279296875,ĠI,314,0,0.18159808,314,4.5144677
212,197,this,62.7941279296875,62.9441279296875,Ġthis,428,379,6.394988e-05,760,3.6612077
213,198,is,62.984127929687496,63.0841279296875,Ġis,318,0,0.2984122,318,4.9559507
214,199,this,63.1041279296875,63.2841279296875,Ġthis,428,60,0.0023147254,257,4.9791975
215,200,is,63.2841279296875,63.3641279296875,Ġis,318,0,0.47776923,318,4.0049467
216,201,one,63.4041279296875,63.524127929687495,Ġone,530,18,0.005763434,428,4.7414956
217,202,of,63.5441279296875,63.63412792968749,Ġof,286,0,0.66285235,286,2.5503836
218,203,the,63.6141279296875,63.67412792968749,Ġthe,262,0,0.4804998,262,1.6770737
219,204,secrets,63.67412792968749,64.2041279296875,Ġsecrets,13141,55,0.0016698079,1243,4.9047813
220,205,actually,64.2441279296875,64.5541279296875,Ġactually,1682,104,0.000511528,286,3.6560042
221,206,of,64.5741279296875,64.6541279296875,Ġof,286,40,0.0035975403,314,5.635277
222,207,being,64.6741279296875,64.8341279296875,Ġbeing,852,4,0.035142664,262,4.8422904
223,208,able,64.8341279296875,64.9941279296875,Ġable,1498,1,0.053875558,257,3.1342008
224,209,to,65.0341279296875,65.1341279296875,Ġto,284,0,0.9878258,284,0.13702315
225,210,get,65.1941279296875,65.3841279296875,Ġget,651,1,0.060552504,307,5.383531
226,211,get,65.4841279296875,65.6641279296875,Ġget,651,614,5.61695e-05,257,4.9175935
227,212,get,65.7641279296875,65.8841279296875,Ġget,651,176,0.00041865028,257,5.1192217
228,213,good,65.9641279296875,66.10412792968751,Ġgood,922,10,0.015562926,257,5.5162
229,214,photography,66.1641279296875,66.8741279296875,Ġphotography,16223,361,0.00018864572,379,4.9809837
230,215,is,66.8741279296875,67.0241279296875,Ġis,318,0,0.08373199,318,5.0153255
231,216,making,67.0241279296875,67.3341279296875,Ġmaking,1642,39,0.0025420797,284,4.181585
232,217,the,67.3341279296875,67.4041279296875,Ġthe,262,1,0.06433628,1654,2.0125246
233,218,animal,67.4241279296875,67.6641279296875,Ġanimal,5044,677,9.7812735e-05,4676,5.336815
