name	x	y	z
F2Ia1	52.05512619	-49.19578934	-0.296833396
F2Ia2	52.43134308	-47.63448715	-2.423825741
F2Ia3	54.83029175	-43.27291107	-5.608252525
F2Ia4	55.25450516	-38.45590973	-7.987595558
F2Ia5	57.94862366	-35.47946548	-9.03036499
F2Ia6	59.52401352	-33.71876907	-9.776303291
F2Ia7	61.0273819	-31.45874596	-10.83022594
F2Ia8	62.1906395	-28.70692825	-12.20427513
F2Ia9	83.5638504	-10.31727982	-16.65710068
F2Ia10	82.75003815	-7.847210407	-16.60110092
F2Ia11	92.02896118	6.915600777000001	-0.406252712
F2Ia12	90.4002533	4.90783453	-3.787238598
F2Ia13	89.13334656	4.257721424	-5.62430954
F2Ia14	95.91149139	11.54980755	8.923477173
F2Ia15	96.49107361	11.81797409	10.1726799
F3c1	46.97770309	-17.90356064	-14.67215538
F3c2	48.23999786	-17.65379333	-15.09949017
F3c3	50.55283356	-15.72136021	-17.35435867
F3c4	51.65260315	-14.3314476	-19.11201859
F3c5	56.165283200000005	-14.08822632	-20.42351151
F3c6	59.9120636	-13.83276939	-21.23619461
F3c7	63.96863937	-11.95155239	-22.38594055
F3c8	64.27417755	-11.59401894	-22.49550629
F3b1	64.22672272	-29.30811882	-12.34102917
F3b2	65.44628143	-28.71080208	-12.90590191
F3b3	67.74604797	-27.48448753	-14.11823368
F3b4	70.21525574	-27.54384613	-14.671175
F3b5	79.90224457	-20.349226	-18.18679428
F3b6	78.13954926	-20.30828857	-18.61869431
F3b7	77.43312836	-20.09900856	-18.81285477
F3b8	74.55863190000001	-19.26393509	-19.44035721
F3aOF1	74.94005585	-47.73329926	4.819790363
F3aOF2	71.99032593	-46.46990967	1.137662053
F3aOF3	59.492733	-38.69937134	-7.655031681
F3aOF4	75.62586975	-43.30322266	-2.9802386760000004
F3aOF5	74.26599121	-42.01746368	-4.759455204
F3aOF6	66.69622803	-37.74903870000001	-8.377151489
F3aOF7	68.33340454	-37.30846024	-8.773623466
F3aOF8	72.02397156	-37.96715546	-8.559818267999999
F3d1	28.46565628	-12.18904781	-16.58070374
F3d2	27.50923538	-12.0673151	-16.5862999
F3d3	29.6511898	-11.13326454	-18.36073685
F3d4	27.41702843	-10.36147118	-19.36205292
F3d5	25.83630562	-9.042636871	-22.704216
F3d6	26.0947113	-8.606971741	-24.42070389
F3d7	24.95985985	-8.107278824	-25.86286926
F3d8	27.19866943	-7.330478668	-28.95936203
F3d9	25.33193779	-4.311802387	-34.63630295
F3d10	28.49749184	-4.394731998	-33.69859695
T1aIc3	20.09620094	-43.49158096	-28.56856918
T1aIc4	18.80535507	-42.06269073	-29.1323967
T1aIc5	15.863451	-43.55422974	-33.06217957
T1aIc6	15.89866924	-43.01771164	-32.7738533
P2a1	9.978598595	-7.073892117000001	-21.44460297
P2a2	10.55241203	-6.577092171	-23.0357666
P2a3	11.90284824	-5.6699428560000005	-26.76748657
P2a4	11.2262125	-3.77065897	-31.42028046
P2a5	9.693458557	-2.80789423	-32.41947174
P2a6	4.971108437	1.2904591559999998	-35.79943848
P2a7	6.307882309	2.832570314	-37.68856812
P2a8	7.091500759	4.96518755	-39.19280624
P2a9	9.540725708	5.345830441	-39.69426727
T1b1	13.20075417	-34.7911644	-29.74706268
T1b2	8.238542557	-34.19929504	-34.24173737
T1b3	4.7607235910000005	-35.24752045	-37.37612534
T1b4	4.547338009	-33.34679031	-36.52375031
T1b5	3.146016598	-32.58223724	-36.97492599
T1b6	2.2692925930000003	-31.50305557	-36.87970352
T1cIe1	14.64009666	-20.66928482	-18.43434525
T1cIe2	13.99291229	-20.63184166	-18.7101593
T1cIe5	7.458408356	-23.11511803	-24.44055176
T1cIe6	7.040426254	-23.57336617	-25.21414185
T1cIe7	7.143386364	-24.578228	-26.08888626
T1cIe8	-6.463413238999999	-20.32799911	-33.76282501
T1cIe9	-9.365986824	-30.13527107	-40.77241516
T1cIe10	-9.856026649	-28.28450966	-40.36742401
T1cIe11	-9.780708313	-27.55827332	-40.1042099
T1cIe12	-9.655189514	-25.17239952	-39.02459717
P2b1	-5.640767574	-6.344609737000001	-22.27809906
P2b2	-6.882637977999999	-4.374229431	-23.60429001
P2b3	-8.75239563	-3.025526762	-25.1407547
P2b4	-8.801497459	-2.091570854	-26.09645844
P2b5	-8.725158691	-1.148102522	-27.21637344
P2b6	-9.01429081	-0.269324034	-28.31535339
P2b7	-8.664063453999999	0.422533065	-29.25544357
P2b8	-15.83512592	5.411913395	-34.05693436
P2b9	-15.8487854	5.828105927	-34.39088058
P2b10	-15.84604931	7.107402802	-35.36682129
P2b11	-17.29476357	9.365279198	-36.80238342
P2b12	-16.62781334	10.91710472	-37.66091919
P2b13	-15.50102139	11.19267368	-37.87495422
